Zone Name;Code Alpha;All ranges;Zip code from;Zip code to;;;Zip code from;Zip code to;;;;;;;1;0000
ZONE 1 - VILNIUS;LT;0;11300;11324;;;LT-11300;LT-11300
ZONE 1 - KITI;LT;0;11325;11340;;;LT-11325;LT-11325
ZONE 1 - VILNIUS;LT;0;11341;11351;;;LT-11341;LT-11341
ZONE 1 - VILNIUS;LT;0;11352;11559;;;LT-11352;LT-11352
ZONE 1 - VILNIUS;LT;0;11560;11560;;;LT-11560;LT-11560
ZONE 1 - KITI;LT;0;11561;11599;;;LT-11561;LT-11561
ZONE 3 - VISKAS;LT;0;11600;12099;;;LT-11600;LT-11600
ZONE 1 - VILNIUS;LT;0;12100;12145;;;LT-12100;LT-12100
ZONE 3 - VISKAS;LT;0;12146;12185;;;LT-12146;LT-12146
ZONE 1 - VILNIUS;LT;0;12186;12189;;;LT-12186;LT-12186
ZONE 3 - VISKAS;LT;0;12190;12204;;;LT-12190;LT-12190
ZONE 1 - VILNIUS;LT;0;12205;12205;;;LT-12205;LT-12205
ZONE 3 - VISKAS;LT;0;12206;13000;;;LT-12206;LT-12206
ZONE 3 - VISKAS;LT;0;13001;13241;;;LT-13001;LT-13001
ZONE 1 - VILNIUS;LT;0;13242;13242;;;LT-13242;LT-13242
ZONE 3 - VISKAS;LT;0;13243;13261;;;LT-13243;LT-13243
ZONE 1 - VILNIUS;LT;0;13262;13263;;;LT-13262;LT-13262
ZONE 3 - VISKAS;LT;0;13264;13269;;;LT-13264;LT-13264
ZONE 1 - VILNIUS;LT;0;13270;13273;;;LT-13270;LT-13270
ZONE 3 - VISKAS;LT;0;13274;13276;;;LT-13274;LT-13274
ZONE 1 - VILNIUS;LT;0;13277;13278;;;LT-13277;LT-13277
ZONE 3 - VISKAS;LT;0;13279;13281;;;LT-13279;LT-13279
ZONE 1 - VILNIUS;LT;0;13282;13282;;;LT-13282;LT-13282
ZONE 3 - VISKAS;LT;0;13283;14186;;;LT-13283;LT-13283
ZONE 1 - VILNIUS;LT;0;14187;14190;;;LT-14187;LT-14187
ZONE 3 - VISKAS;LT;0;14191;14192;;;LT-14191;LT-14191
ZONE 1 - VILNIUS;LT;0;14193;14193;;;LT-14193;LT-14193
ZONE 3 - VISKAS;LT;0;14194;14198;;;LT-14194;LT-14194
ZONE 3 - VISKAS;LT;0;14199;14199;;;LT-14199;LT-14199
ZONE 3 - VISKAS;LT;0;14200;14258;;;LT-14200;LT-14200
ZONE 1 - VILNIUS;LT;0;14259;14259;;;LT-14259;LT-14259
ZONE 3 - VISKAS;LT;0;14260;14266;;;LT-14260;LT-14260
ZONE 1 - VILNIUS;LT;0;14267;14270;;;LT-14267;LT-14267
ZONE 3 - VISKAS;LT;0;14271;14280;;;LT-14271;LT-14271
ZONE 1 - VILNIUS;LT;0;14281;14290;;;LT-14281;LT-14281
ZONE 3 - VISKAS;LT;0;14291;17000;;;LT-14291;LT-14291
ZONE 2 - KITI;LT;0;17001;17001;;;LT-17001;LT-17001
ZONE 3 - VISKAS;LT;0;17002;17047;;;LT-17002;LT-17002
